date,equity,daily_pnl,drawdown,source
2025-05-29,-468.1494,-468.1494,-468.1494,cashflow_activity
2025-05-30,-24924.7597,-24456.6103,-24924.7597,cashflow_activity
2025-05-31,-133933.3686,-109008.609,-133933.3686,cashflow_activity
2025-06-01,-114580.0036,19353.3651,-114580.0036,cashflow_activity
2025-06-02,-114589.6948,-9.6912,-114589.6948,cashflow_activity
2025-06-03,-112136.7768,2452.918,-112136.7768,cashflow_activity
2025-06-04,-112683.5759,-546.799,-112683.5759,cashflow_activity
2025-06-05,-112705.0014,-21.4255,-112705.0014,cashflow_activity
2025-06-06,-141716.3694,-29011.368,-141716.3694,cashflow_activity
2025-07-22,-142315.824,-599.4546,-142315.824,cashflow_activity
2025-07-23,-56386.3002,85929.5238,-56386.3002,cashflow_activity
2025-07-25,-53421.5502,2964.75,-53421.5502,cashflow_activity
2025-07-29,-311785.0457,-258363.4955,-311785.0457,cashflow_activity
2025-09-08,-371778.5357,-59993.49,-371778.5357,cashflow_activity
2025-09-09,-402946.2592,-31167.7234,-402946.2592,cashflow_activity
2025-09-10,-249509.769,153436.4901,-249509.769,cashflow_activity
2025-09-11,-303550.4566,-54040.6875,-303550.4566,cashflow_activity
2025-09-12,-406857.5655,-103307.1089,-406857.5655,cashflow_activity
2025-09-13,-129339.0682,277518.4972,-129339.0682,cashflow_activity
2025-09-14,-87277.1401,42061.9281,-87277.1401,cashflow_activity
2025-09-15,-342805.8552,-255528.715,-342805.8552,cashflow_activity
2025-09-16,-559543.9971,-216738.142,-559543.9971,cashflow_activity
2025-09-17,-550391.4794,9152.5177,-550391.4794,cashflow_activity
2025-09-18,-565240.2069,-14848.7275,-565240.2069,cashflow_activity
2025-09-20,-580186.129,-14945.9221,-580186.129,cashflow_activity
2025-09-21,-595079.7954,-14893.6664,-595079.7954,cashflow_activity
2025-09-25,-673828.5766,-78748.7812,-673828.5766,cashflow_activity
2025-09-28,-669070.8032,4757.7734,-669070.8032,cashflow_activity
2025-10-01,-553515.8063,115554.997,-553515.8063,cashflow_activity
2025-10-06,-561841.7966,-8325.9904,-561841.7966,cashflow_activity
2025-10-07,-572506.5015,-10664.7049,-572506.5015,cashflow_activity
2025-10-08,-623043.0883,-50536.5868,-623043.0883,cashflow_activity
2025-10-09,-620979.1743,2063.914,-620979.1743,cashflow_activity
2025-10-10,-721241.8088,-100262.6345,-721241.8088,cashflow_activity
2025-10-11,-716912.707,4329.1019,-716912.707,cashflow_activity
2025-10-12,-859403.7981,-142491.0911,-859403.7981,cashflow_activity
2025-10-13,-751722.3716,107681.4265,-751722.3716,cashflow_activity
2025-10-14,-760292.5985,-8570.227,-760292.5985,cashflow_activity
2025-10-15,-760950.8171,-658.2185,-760950.8171,cashflow_activity
2025-10-16,-778530.4606,-17579.6435,-778530.4606,cashflow_activity
2025-10-17,-778038.3093,492.1513,-778038.3093,cashflow_activity
2025-10-18,-778050.2322,-11.9229,-778050.2322,cashflow_activity
2025-10-19,-856861.8903,-78811.6581,-856861.8903,cashflow_activity
2025-10-20,-856860.1269,1.7634,-856860.1269,cashflow_activity
2025-10-21,-859406.8041,-2546.6772,-859406.8041,cashflow_activity
2025-10-22,-832381.9176,27024.8865,-832381.9176,cashflow_activity
2025-10-23,-832354.1594,27.7582,-832354.1594,cashflow_activity
2025-10-24,-772865.5133,59488.6461,-772865.5133,cashflow_activity
2025-10-25,-772851.208,14.3053,-772851.208,cashflow_activity
2025-11-04,-859406.7446,-86555.5366,-859406.7446,cashflow_activity
2025-11-05,-541684.5705,317722.174,-541684.5705,cashflow_activity
2025-11-08,-711433.2426,-169748.6721,-711433.2426,cashflow_activity
2025-11-09,-711127.9994,305.2432,-711127.9994,cashflow_activity
2025-11-10,-711125.7506,2.2488,-711125.7506,cashflow_activity
2025-11-11,-628203.439,82922.3117,-628203.439,cashflow_activity
2025-11-12,-692087.3041,-63883.8651,-692087.3041,cashflow_activity
2025-11-13,-724545.0134,-32457.7094,-724545.0134,cashflow_activity
2025-11-14,-614863.4976,109681.5159,-614863.4976,cashflow_activity
2025-11-15,-651699.1433,-36835.6457,-651699.1433,cashflow_activity
2025-11-16,-790824.5229,-139125.3796,-790824.5229,cashflow_activity
2025-11-17,-756375.5688,34448.9541,-756375.5688,cashflow_activity
2025-11-18,-628455.0334,127920.5353,-628455.0334,cashflow_activity
2025-11-19,-543395.4268,85059.6066,-543395.4268,cashflow_activity
